Date,ppt,tmean,tmax,tmin,J,PET,RA,q_cfs,q_m3day,q_m,q_mm
1988-11-03,88.23788668,11.47842704,14.03225915,8.925928283,308,0.2785040524,18.30212284,8.3,20309.26083,0.001211389311,1.211389311
1988-11-04,25.88477764,11.74595671,15.14240654,8.350505937,309,0.32081005,18.11450249,3,7340.696686,0.0004378515581,0.4378515581
1988-11-05,0,12.88190925,16.94201977,8.822358755,310,0.3605471102,17.93010582,2.1,5138.487681,0.0003064960906,0.3064960906
1988-11-06,15.54050982,11.84693299,17.52185998,6.173398537,311,0.4077086164,17.74899589,3,7340.696686,0.0004378515581,0.4378515581
1988-11-07,0.1849282905,10.51960591,15.12948977,5.911234996,312,0.3474894785,17.57123408,2.4,5872.557349,0.0003502812465,0.3502812465
1988-11-08,6.307948225,8.212622023,12.22109967,4.204159429,313,0.2947051049,17.39688005,2,4893.797791,0.0002919010387,0.2919010387
1988-11-09,4.252972153,6.190095753,10.18832663,2.193454162,314,0.2687508355,17.22599178,2.6,6361.937128,0.0003794713503,0.3794713503
1988-11-10,34.01589307,7.847996615,11.47312349,4.223884534,315,0.2709390015,17.05862549,13,31809.68564,0.001897356752,1.897356752
1988-11-11,16.28696354,8.030092091,11.34658972,4.714972155,316,0.2584743784,16.89483569,5.8,14192.01359,0.0008465130123,0.8465130123
1988-11-12,10.66702399,9.322888785,12.28153399,6.365318625,317,0.2539235923,16.73467518,5.5,13457.94393,0.0008027278565,0.8027278565
1988-11-13,29.76038296,8.422610064,11.46884843,5.376916323,318,0.2467848662,16.57819498,19,46491.07901,0.002773059868,2.773059868
1988-11-14,39.33625511,5.68590873,9.387541784,1.985334645,319,0.2413976016,16.42544442,19,46491.07901,0.002773059868,2.773059868
1988-11-15,12.33144232,4.694677604,8.477517861,0.9127609846,320,0.2316142888,16.27647111,14,34256.58454,0.002043307271,2.043307271
1988-11-16,7.153322583,7.241836835,10.38058933,4.10461355,321,0.2327579795,16.13132094,20,48937.97791,0.002919010387,2.919010387
1988-11-17,22.00478923,6.115677619,9.573800695,2.658099648,322,0.2313013301,15.99003808,23,56278.6746,0.003356861945,3.356861945
1988-11-18,5.301007814,2.352828793,6.63577287,-1.928780927,323,0.2150396308,15.85266505,15,36703.48343,0.00218925779,2.18925779
1988-11-19,0,5.186689426,9.753294698,0.6220517925,324,0.2511312917,15.71924267,11,26915.88785,0.001605455713,1.605455713
1988-11-20,2.361876474,5.984840908,10.64345002,1.327820721,325,0.2603005055,15.58981012,8.7,21288.02039,0.001269769518,1.269769518
1988-11-21,6.240741021,6.702581974,10.91616758,2.489466099,326,0.2529890386,15.46440494,30,73406.96686,0.004378515581,4.378515581
1988-11-22,104.8139689,7.563761424,11.21545398,3.913051788,327,0.2418724703,15.34306307,205,501614.2736,0.02991985647,29.91985647
1988-11-23,126.8386723,8.728283267,12.14389249,5.31280882,328,0.2428076933,15.22581885,175,428207.3067,0.02554134089,25.54134089
1988-11-24,26.93146659,3.088227263,7.149669243,-0.9722310449,329,0.2069190396,15.11270508,83,203092.6083,0.01211389311,12.11389311
1988-11-25,14.26033858,3.628135599,6.87315533,0.3841593568,330,0.1883652907,15.003753,66,161495.3271,0.009632734278,9.632734278
1988-11-26,2.154490024,4.525506262,7.554067691,1.498294812,331,0.1882655419,14.89899236,54,132132.5404,0.007881328045,7.881328045
1988-11-27,0,6.945056007,11.70198385,2.189717139,332,0.2597613653,14.79845143,45,110110.4503,0.006567773371,6.567773371
1988-11-28,8.001741151,9.081004621,13.0803903,5.083163254,333,0.2570538435,14.70215704,37,90535.25913,0.005400169216,5.400169216
1988-11-29,0.0404063756,8.35992872,12.54377711,4.176625612,334,0.2542772028,14.61013459,31,75853.86576,0.0045244661,4.5244661
1988-11-30,0,9.318522144,14.50906391,4.128904388,335,0.2918330709,14.5224081,26,63619.37128,0.003794713503,3.794713503
1988-12-01,0,10.7174471,16.68743422,4.747912471,336,0.3272420239,14.43900025,23,56278.6746,0.003356861945,3.356861945
1988-12-02,0,10.61927549,16.48205984,4.757641376,337,0.3213948312,14.35993237,21,51384.87681,0.003064960906,3.064960906
1988-12-03,0,9.503291164,14.51035068,4.497231175,338,0.2838668034,14.28522454,20,48937.97791,0.002919010387,2.919010387
1988-12-04,0,9.644566361,14.88063734,4.410007903,339,0.29034495,14.21489554,18,44044.18012,0.002627109348,2.627109348
1988-12-05,0,10.15711579,16.17201584,4.143593586,340,0.3155361654,14.14896296,17,41597.28122,0.002481158829,2.481158829
1988-12-06,1.128525894,11.1481039,16.35679262,5.940490023,341,0.3027170825,14.08744315,16,39150.38233,0.00233520831,2.33520831
1988-12-07,0,11.4981917,17.13804744,5.85972913,342,0.317511436,14.03035133,14,34256.58454,0.002043307271,2.043307271
1988-12-08,0,9.730598321,13.83511165,5.627597611,343,0.2535625242,13.97770155,13,31809.68564,0.001897356752,1.897356752
1988-12-09,0,11.75543855,16.48266181,7.02927507,344,0.2911351852,13.92950677,12,29362.78675,0.001751406232,1.751406232
1988-12-10,0,11.50380929,16.35088467,6.657279041,345,0.2913834173,13.88577883,11,26915.88785,0.001605455713,1.605455713
1988-12-11,0,10.25961814,15.09484855,5.424522118,346,0.2778888137,13.84652854,11,26915.88785,0.001605455713,1.605455713
1988-12-12,0,11.70692486,17.81403219,5.600481884,347,0.327583448,13.81176563,10,24468.98895,0.001459505194,1.459505194
1988-12-13,0,11.4573792,17.2929247,5.622497872,348,0.3168130622,13.78149883,9.3,22756.15973,0.00135733983,1.35733983
1988-12-14,0,11.50577765,18.159506,4.853047955,349,0.3382175571,13.75573586,9.1,22266.77995,0.001328149726,1.328149726
1988-12-15,0,7.682191661,13.39015157,1.974306769,350,0.2719762439,13.73448343,8.8,21532.71028,0.00128436457,1.28436457
1988-12-16,0,4.19692844,8.005892465,0.3893585124,351,0.1915364209,13.71774731,8.3,20309.26083,0.001211389311,1.211389311
1988-12-17,0,4.671693415,10.22599974,-0.8806892356,352,0.2360760057,13.70553226,7.8,19085.81138,0.001138414051,1.138414051
1988-12-18,0,3.833131549,9.066848749,-1.399601588,353,0.2204951759,13.69784212,7.5,18351.74172,0.001094628895,1.094628895
1988-12-19,4.763880475,4.767613654,9.673892496,-0.1373147634,354,0.2226519897,13.69467976,7.8,19085.81138,0.001138414051,1.138414051
1988-12-20,8.568159255,4.417482368,6.211513837,2.624964109,355,0.1325428636,13.6960471,13,31809.68564,0.001897356752,1.897356752
1988-12-21,20.78193589,1.608617622,4.66226297,-1.44454178,356,0.1511512284,13.70194512,15,36703.48343,0.00218925779,2.18925779
1988-12-22,36.63529113,1.661119629,4.130354612,-0.8075099948,357,0.1363885438,13.71237385,41,100322.8547,0.005983971294,5.983971294
1988-12-23,33.83690165,0.3580677443,3.803402448,-3.086796888,358,0.1504871822,13.72733237,32,78300.76466,0.004670416619,4.670416619
1988-12-24,12.43103597,1.125334689,5.107561765,-2.857482046,359,0.168875908,13.7468188,33,80747.66355,0.004816367139,4.816367139
1988-12-25,20.88074489,-0.459426328,2.816071634,-3.734649437,360,0.1405710784,13.77083028,31,75853.86576,0.0045244661,4.5244661
1988-12-26,7.610498065,-0.8529760928,2.502250968,-4.207673315,361,0.139328232,13.79936298,25,61172.47239,0.003648762984,3.648762984
1988-12-27,3.925868558,-0.5116773352,3.371119551,-4.395430155,362,0.1532825359,13.83241207,23,56278.6746,0.003356861945,3.356861945
1988-12-28,26.10924686,-2.133031965,0.6201912602,-4.887119609,363,0.117289238,13.86997172,20,48937.97791,0.002919010387,2.919010387
1988-12-29,7.487450108,-0.4799721179,3.614517906,-4.575430201,364,0.1586016355,13.91203506,30,73406.96686,0.004378515581,4.378515581
1988-12-30,18.35635403,3.207000223,7.542043923,-1.127103588,365,0.1985737116,13.95859417,45,110110.4503,0.006567773371,6.567773371
1989-01-01,3.211533844,0.1539601591,2.912115451,-2.604179303,1,0.1358747638,14.00964005,36,88088.36024,0.005254218697,5.254218697
1989-01-02,0,5.181952571,10.24983696,0.1147171385,2,0.236686758,14.0651626,33,80747.66355,0.004816367139,4.816367139
1989-01-03,0,6.298992402,10.41182477,2.187099635,3,0.224533168,14.1251506,33,80747.66355,0.004816367139,4.816367139
1989-01-04,0,6.565075977,11.32917928,1.801382456,4,0.2454492717,14.18959167,46,112557.3492,0.00671372389,6.71372389
1989-01-05,13.24373316,4.434784971,9.606187383,-0.7360876561,5,0.2344994381,14.25847226,40,97875.95582,0.005838020774,5.838020774
1989-01-06,15.1337372,-0.4367370957,2.831916261,-3.705904284,6,0.146344274,14.33177758,36,88088.36024,0.005254218697,5.254218697
1989-01-07,8.100179292,-0.7271713246,2.973713102,-4.42764542,7,0.1539351138,14.40949159,43,105216.6525,0.006275872332,6.275872332
1989-01-08,7.408756908,-0.3249363063,3.842724993,-4.492641521,8,0.1681609693,14.491597,68,166389.1249,0.009924635316,9.924635316
1989-01-09,14.35361375,1.721896512,4.429430197,-0.9837290903,9,0.1522914183,14.57807518,86,210433.305,0.01255174466,12.55174466
1989-01-10,18.97595598,4.524816846,7.742183343,1.307920303,10,0.1910569657,14.66890615,68,166389.1249,0.009924635316,9.924635316
1989-01-11,15.12126305,3.889809053,7.7107688,0.06989241786,11,0.2035922323,14.76406855,55,134579.4393,0.008027278565,8.027278565
1989-01-12,0.003143426319,3.803581914,7.649019978,-0.04138644924,12,0.2048096854,14.8635396,47,115004.2481,0.00685967441,6.85967441
1989-01-13,0.3046573707,4.833032089,11.30388044,-1.63628685,13,0.2802746643,14.96729506,40,97875.95582,0.005838020774,5.838020774
1989-01-14,7.367294688,0.1449840573,3.849446262,-3.559916287,14,0.1693665204,15.07530923,35,85641.46134,0.005108268177,5.108268177
1989-01-15,1.482035831,0.9982311351,6.030944154,-4.033952239,15,0.2083230546,15.18755485,31,75853.86576,0.0045244661,4.5244661
1989-01-16,1.667247025,3.689012057,8.47451415,-1.096490003,16,0.2340065876,15.30400313,29,70960.06797,0.004232565061,4.232565061
1989-01-17,0.4590079566,6.25325539,11.89101214,0.6164980265,17,0.2865267625,15.42462367,28,68513.16907,0.004086614542,4.086614542
1989-01-18,0,8.626247427,14.69540243,2.558075713,18,0.3292593044,15.54938448,28,68513.16907,0.004086614542,4.086614542
1989-01-19,0,10.58795692,16.2643866,4.912920297,19,0.3448939637,15.6782519,28,68513.16907,0.004086614542,4.086614542
1989-01-20,0,11.16860224,16.98821078,5.350111612,20,0.359385853,15.8111906,28,68513.16907,0.004086614542,4.086614542
1989-01-21,0,10.04082495,16.94791996,3.134772884,21,0.3795481986,15.94816355,32,78300.76466,0.004670416619,4.670416619
1989-01-22,9.494777053,8.358952456,14.14070514,2.578215085,22,0.3291595692,16.089132,28,68513.16907,0.004086614542,4.086614542
1989-01-23,13.88464561,5.531442466,9.482820762,1.581139457,23,0.2448816287,16.23405543,25,61172.47239,0.003648762984,3.648762984
1989-01-24,0,4.373378675,8.777461789,-0.02978087736,24,0.2479535027,16.38289155,23,56278.6746,0.003356861945,3.356861945
1989-01-25,0,4.807832917,10.16333828,-0.54626294,25,0.2813800367,16.53559631,21,51384.87681,0.003064960906,3.064960906
1989-01-26,0,8.475315183,12.50688017,4.445689207,26,0.2864092056,16.69212382,20,48937.97791,0.002919010387,2.919010387
1989-01-27,0,8.905673639,15.38823093,2.424099624,27,0.3727052608,16.85242639,19,46491.07901,0.002773059868,2.773059868
1989-01-28,0,8.446916799,14.78856986,2.105262947,28,0.3658402275,17.0164545,17,41597.28122,0.002481158829,2.481158829
1989-01-29,0,8.414171441,14.92498782,1.905278917,29,0.3738460833,17.18415679,17,41597.28122,0.002481158829,2.481158829
1989-01-30,0,14.17257828,19.02929501,9.316450132,30,0.3977547295,17.35548005,16,39150.38233,0.00233520831,2.33520831
1989-01-31,0,12.1667056,18.92916729,5.405227141,31,0.4443339739,17.53036923,16,39150.38233,0.00233520831,2.33520831
1989-02-01,19.61186886,8.990370986,14.92474494,3.057207127,32,0.3759024972,17.70876746,16,39150.38233,0.00233520831,2.33520831
1989-02-02,8.716087797,-0.1967649289,3.674223094,-4.067342623,33,0.2015394277,17.89061599,15,36703.48343,0.00218925779,2.18925779
1989-02-03,2.75913946,-1.353916406,1.448458136,-4.156426257,34,0.1618722826,18.07585429,14,34256.58454,0.002043307271,2.043307271
1989-02-04,3.394004089,-3.195645615,0.2594143423,-6.651705028,35,0.1612836266,18.26441995,13,31809.68564,0.001897356752,1.897356752
1989-02-05,0.519071715,-5.106577932,-0.1346094903,-10.07994017,36,0.169925911,18.45624881,12,29362.78675,0.001751406232,1.751406232
1989-02-06,0,-3.994099835,0.3662032084,-8.35540235,37,0.1749038252,18.65127487,11,26915.88785,0.001605455713,1.605455713
1989-02-07,0,-3.555589874,1.259928306,-8.371972181,38,0.1916578139,18.84943041,11,26915.88785,0.001605455713,1.605455713
1989-02-08,0,-1.243741097,3.601800728,-6.090163347,39,0.2258424873,19.05064592,10,24468.98895,0.001459505194,1.459505194
1989-02-09,2.602346663,1.208884537,6.402641456,-3.984223064,40,0.271310653,19.25485021,10,24468.98895,0.001459505194,1.459505194
1989-02-10,3.157207071,1.217948251,3.8864223,-1.449980119,41,0.1966539121,19.46197036,10,24468.98895,0.001459505194,1.459505194
1989-02-11,10.94481702,1.493314806,5.640302668,-2.65259754,42,0.2513824284,19.67193183,10,24468.98895,0.001459505194,1.459505194
1989-02-12,0,2.41741445,7.563577755,-2.727705252,43,0.2966240406,19.88465845,9.5,23245.53951,0.001386529934,1.386529934
1989-02-13,0,2.807255019,8.169004153,-2.553494041,44,0.3119561815,20.10007247,9.3,22756.15973,0.00135733983,1.35733983
1989-02-14,0,2.824932365,9.226920451,-3.576055793,45,0.3448726996,20.31809458,9,22022.09006,0.001313554674,1.313554674
1989-02-15,0,4.133900548,11.08126306,-2.812462129,46,0.3862111663,20.53864403,8.5,20798.64061,0.001240579415,1.240579415
1989-02-16,0.7733187155,4.091255208,11.04835504,-2.865828691,47,0.3899321044,20.76163858,8.1,19819.88105,0.001182199207,1.182199207
1989-02-17,0,7.487534033,13.23854572,1.738035899,48,0.4139454509,20.98699463,7.9,19330.50127,0.001153009103,1.153009103
1989-02-18,9.411860626,7.362430721,12.75540222,1.970414361,49,0.403204772,21.21462723,9.8,23979.60918,0.00143031509,1.43031509
1989-02-19,9.897374617,5.857044294,8.54306354,3.172613538,50,0.270401174,21.44445014,11,26915.88785,0.001605455713,1.605455713
1989-02-20,0.4259282923,6.787526264,11.80344242,1.772139438,51,0.3882469217,21.67637592,10,24468.98895,0.001459505194,1.459505194
1989-02-21,0.1753864598,8.03958208,14.01131867,2.068649464,52,0.4500001549,21.91031596,9.6,23490.2294,0.001401124986,1.401124986
1989-02-22,5.48506782,10.94361787,15.23389224,6.654282851,53,0.4288464913,22.14618057,14,34256.58454,0.002043307271,2.043307271
1989-02-23,34.03798767,5.726127682,10.69454551,0.759179294,54,0.3817733203,22.383879,16,39150.38233,0.00233520831,2.33520831
1989-02-24,0.5335976104,6.52335882,13.17064129,-0.1223944184,55,0.4614448447,22.62331956,15,36703.48343,0.00218925779,2.18925779
1989-02-25,0,6.490123789,12.64385683,0.3364661361,56,0.4481264219,22.86440969,14,34256.58454,0.002043307271,2.043307271
1989-02-26,0,8.013342928,14.18894407,1.839179269,57,0.4821098966,23.10705597,14,34256.58454,0.002043307271,2.043307271
1989-02-27,0,10.00479706,17.55723498,2.453358594,58,0.5803638002,23.35116426,13,31809.68564,0.001897356752,1.897356752
1989-02-28,0,9.249808969,16.75787644,1.742832667,59,0.5688601376,23.59663975,12,29362.78675,0.001751406232,1.751406232
1989-03-01,0,7.319653821,13.93319518,0.7075218828,60,0.5009776252,23.84338704,13,31809.68564,0.001897356752,1.897356752
1989-03-02,33.1021006,4.564175537,8.72694851,0.4014342539,61,0.3575581506,24.09131019,33,80747.66355,0.004816367139,4.816367139
1989-03-03,18.80825088,1.920788912,6.555414382,-2.713290894,62,0.336114937,24.34031286,34,83194.56245,0.004962317658,4.962317658
1989-03-04,0.6088247154,3.829549902,9.363828549,-1.703334719,63,0.4069652002,24.59029832,33,80747.66355,0.004816367139,4.816367139
1989-03-05,30.33060184,4.482430619,7.517493731,1.448912384,64,0.3136216442,24.84116958,68,166389.1249,0.009924635316,9.924635316
1989-03-06,42.16684547,7.770311082,10.93376874,4.607458246,65,0.371183561,25.09282944,87,212880.2039,0.01269769518,12.69769518
1989-03-07,16.7589324,8.012621834,11.65105197,4.374872476,66,0.4058887807,25.34518059,73,178623.6194,0.01065438791,10.65438791
1989-03-08,17.17792021,8.318749367,13.07514761,3.563274866,67,0.4742653509,25.5981257,107,261818.1818,0.01561670557,15.61670557
1989-03-09,64.7731914,9.050964587,11.42635818,6.677023969,68,0.3479292771,25.85156746,184,450229.3968,0.02685489556,26.85489556
1989-03-10,40.72332566,8.414960713,11.79687653,5.033103575,69,0.4093568425,26.10540869,172,420866.61,0.02510348933,25.10348933
1989-03-11,30.39234246,8.478092013,11.27672133,5.679975937,70,0.3769011582,26.35955242,129,315649.9575,0.018827617,18.827617
1989-03-12,13.11248979,7.391219293,12.43097645,2.351888449,71,0.4895490319,26.61390198,105,256924.384,0.01532480453,15.32480453
1989-03-13,25.52037095,6.227454467,12.02728305,0.4281872541,72,0.5056952127,26.86836106,96,234902.294,0.01401124986,14.01124986
1989-03-14,7.559334462,5.440781016,10.69938662,0.1821752928,73,0.4701797462,27.12283377,85,207986.4061,0.01240579415,12.40579415
1989-03-15,0,7.669040087,14.30517496,1.033828661,74,0.5842346697,27.37722477,75,183517.4172,0.01094628895,10.94628895
1989-03-16,20.36040172,6.69791267,13.02003954,0.3771952102,75,0.5535830972,27.63143931,75,183517.4172,0.01094628895,10.94628895
1989-03-17,34.98048544,3.769948346,7.458689264,0.08220720814,76,0.3757320178,27.88538331,87,212880.2039,0.01269769518,12.69769518
1989-03-18,42.63189085,5.301028054,8.736984067,1.866055779,77,0.391899714,28.13896343,168,411079.0144,0.02451968725,24.51968725
1989-03-19,29.4708649,7.036191429,9.855772695,4.218139387,78,0.3850867418,28.39208717,135,330331.3509,0.01970332011,19.70332011
1989-03-20,0,9.992351122,15.07778092,4.907450083,79,0.5839348291,28.6446629,105,256924.384,0.01532480453,15.32480453
1989-03-21,0.5289442227,12.14827168,18.11510762,6.182434251,80,0.6875673132,28.89659995,85,207986.4061,0.01240579415,12.40579415
1989-03-22,2.145035893,12.02686874,16.9669843,7.08823898,81,0.6284812184,29.14780868,72,176176.7205,0.01050843739,10.50843739
1989-03-23,0,10.65038262,16.79839017,4.503693274,82,0.6745212073,29.39820053,70,171282.9227,0.01021653635,10.21653635
1989-03-24,34.00646272,7.33091255,11.79402385,2.869330693,83,0.5119453171,29.6476881,96,234902.294,0.01401124986,14.01124986
1989-03-25,39.90768876,7.432016223,10.13887246,4.726023888,84,0.4036532982,29.8961852,171,418419.7111,0.02495753881,24.95753881
1989-03-26,14.71458131,3.227043937,7.896601542,-1.440999986,85,0.4454704946,30.1436069,130,318096.8564,0.01897356752,18.97356752
1989-03-27,2.398780936,4.465183444,9.52538235,-0.593091635,86,0.4950401911,30.38986958,96,234902.294,0.01401124986,14.01124986
1989-03-28,13.05481267,9.533422557,14.31030285,4.757163194,87,0.5952662423,30.63489102,79,193305.0127,0.01153009103,11.53009103
1989-03-29,1.507059789,8.264593966,13.30206365,3.228139423,88,0.5875375209,30.8785904,67,163942.226,0.009778684797,9.778684797
1989-03-30,0,9.025602052,15.35051436,2.701748975,89,0.6828941123,31.12088839,60,146813.9337,0.008757031161,8.757031161
1989-03-31,13.83841037,10.13159416,16.65201521,3.612231072,90,0.7275426465,31.36170715,55,134579.4393,0.008027278565,8.027278565
1989-04-01,6.013593513,8.613019962,14.02288836,3.203713191,91,0.6314564316,31.60097041,52,127238.7426,0.007589427007,7.589427007
1989-04-02,24.85411119,6.045510167,8.72808757,3.36408359,92,0.4044203591,31.83860349,57,139473.237,0.008319179603,8.319179603
1989-04-03,13.39211163,6.598697666,10.37552593,2.822988085,93,0.4946537237,32.07453332,60,146813.9337,0.008757031161,8.757031161
1989-04-04,0,8.687450542,14.15472475,3.222099521,94,0.6508030122,32.3086885,58,141920.1359,0.008465130123,8.465130123
1989-04-05,0,13.28301293,21.0068324,5.559780975,95,0.9143334893,32.54099931,53,129685.6415,0.007735377526,7.735377526
1989-04-06,0,16.20818832,24.24084011,8.176912376,96,1.027382512,32.77139776,47,115004.2481,0.00685967441,6.85967441
1989-04-07,0,17.10674579,25.34307978,8.871334866,97,1.075272508,32.99981754,41,100322.8547,0.005983971294,5.983971294
1989-04-08,0,17.70740305,26.39880461,9.017059963,98,1.131290206,33.22619416,36,88088.36024,0.005254218697,5.254218697
1989-04-09,0,18.30891698,26.97352646,9.644458222,99,1.156463851,33.45046483,32,78300.76466,0.004670416619,4.670416619
1989-04-10,0,18.51722753,27.91511592,9.119473919,100,1.219397643,33.67256859,29,70960.06797,0.004232565061,4.232565061
1989-04-11,0,13.38947092,18.09351357,8.686880448,101,0.7456857821,33.89244623,27,66066.27018,0.003940664023,3.940664023
1989-04-12,0,16.27093721,23.6785058,8.864366716,102,1.028803323,34.11004037,24,58725.57349,0.003502812465,3.502812465
1989-04-13,0,16.23577761,23.88499951,8.587024132,103,1.050980784,34.32529539,23,56278.6746,0.003356861945,3.356861945
1989-04-14,0,15.5661601,23.27440614,7.859896255,104,1.040634192,34.5381575,21,51384.87681,0.003064960906,3.064960906
1989-04-15,0,12.26519186,16.21718709,8.314665456,105,0.6754786981,34.74857468,20,48937.97791,0.002919010387,2.919010387
1989-04-16,0,14.44998449,21.21017159,7.689916311,106,0.9534055898,34.95649672,19,46491.07901,0.002773059868,2.773059868
1989-04-17,0,15.87496095,22.86858981,8.881920492,107,1.018507235,35.16187517,18,44044.18012,0.002627109348,2.627109348
1989-04-18,0,14.52432373,21.21582821,7.834346484,108,0.9617870269,35.36466338,17,41597.28122,0.002481158829,2.481158829
1989-04-19,0,14.57671811,20.85158154,8.303322697,109,0.9381514747,35.56481641,16,39150.38233,0.00233520831,2.33520831
1989-04-20,0,14.00123151,20.2436334,7.760693252,110,0.9241778435,35.7622911,15,36703.48343,0.00218925779,2.18925779
1989-04-21,4.63084863,10.73649465,16.01436238,5.459625421,111,0.7667189073,35.95704599,15,36703.48343,0.00218925779,2.18925779
1989-04-22,12.68517123,4.999494349,9.653286634,0.3470358497,112,0.5782787203,36.14904132,15,36703.48343,0.00218925779,2.18925779
1989-04-23,17.0515738,5.578486144,9.804454234,1.352988046,113,0.5680337334,36.33823901,16,39150.38233,0.00233520831,2.33520831
1989-04-24,12.67834283,2.166996063,6.274760972,-1.939904331,114,0.4807518949,36.52460263,15,36703.48343,0.00218925779,2.18925779
1989-04-25,2.439298796,4.420514068,9.257760561,-0.41535459,115,0.5834813672,36.70809736,13,31809.68564,0.001897356752,1.897356752
1989-04-26,1.368625462,5.417574052,9.937657485,0.8980199087,116,0.5922613844,36.88868999,13,31809.68564,0.001897356752,1.897356752
1989-04-27,0,5.784195541,11.66692008,-0.09692434011,117,0.6896096784,37.06634886,12,29362.78675,0.001751406232,1.751406232
1989-04-28,0,7.052840917,12.99597987,1.111231072,118,0.733872687,37.24104383,11,26915.88785,0.001605455713,1.605455713
1989-04-29,0,11.81261822,20.5820072,3.045227061,119,1.067085358,37.41274626,10,24468.98895,0.001459505194,1.459505194
1989-04-30,4.573250997,11.30167375,19.22739001,3.377410401,120,1.00145963,37.58142897,11,26915.88785,0.001605455713,1.605455713
